Specie 	Kigdom 	Phylum 	Class 	Order 	Family 	Genus 	S_guild	MEBS_S	MEBS_CH4	MEBS_N	MEBS_O	MEBS_Fe	ROC_Fe	ROC_CH4	ROC_O	ROC_N	ROC_S	CAT_N	CAT_O	CAT_M	Cat_Fe
Pseudomonas sp. VLB120	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	-0.216	3.176	26.912	5.05	4.027	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycobacterium sp. EPa45	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	0.963	3.167	28.189	5.171	2.29	ND	ND	ND	ND	NS	ND	ND	ND	ND
Dyadobacter fermentans DSM 18053	 Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Dyadobacter	NS	0.327	3.165	22.811	4.727	3.562	ND	ND	ND	ND	NS	ND	ND	ND	ND
Xanthomonas campestris pv. campestris str. ATCC 33913	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Xanthomonas	NS	-1.37	3.162	22.671	4.897	5.525	ND	ND	ND	ND	NS	ND	ND	ND	ND
Xanthomonas campestris pv. vesicatoria str. 85-10	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Xanthomonas	NS	-1.075	3.162	22.218	4.897	6.76	ND	ND	ND	ND	NS	ND	ND	ND	ND
Chromobacterium violaceum ATCC 12472	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Neisseriales	 Chromobacteriaceae	 Chromobacterium	NS	-0.309	3.16	22.398	5.505	5.573	ND	ND	ND	ND	NS	ND	ND	ND	ND
Tatlockia micdadei	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Tatlockia	NS	1.462	3.156	14.623	2.781	5.738	ND	ND	ND	ND	NS	ND	ND	ND	ND
Salinispira pacifica	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Salinispira	0	NS	-0.733	3.156	12.384	1.077	2.057	ND	ND	ND	ND	NS	ND	ND	ND	ND
Ralstonia insidiosa	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	NS	0.387	3.154	26.063	4.796	5.334	ND	ND	ND	ND	NS	ND	ND	ND	ND
Acinetobacter pittii PHEA-2	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Acinetobacter,	NS	-1.112	3.151	22.916	3.676	2.476	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycobacterium rhodesiae NBB3	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	1.631	3.148	27.31	4.736	2.41	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas koreensis	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	1.089	3.146	25.615	4.888	5.141	ND	ND	ND	ND	NS	ND	ND	ND	ND
Legionella longbeachae NSW150	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	NS	1.136	3.142	16.296	3.022	4.224	ND	ND	ND	ND	NS	ND	ND	ND	ND
Oceanimonas sp. GK1	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae	 Oceanimonas	NS	3.333	3.136	23.78	4.592	7.778	ND	ND	ND	ND	NS	ND	ND	ND	ND
Fusobacterium nucleatum subsp. polymorphum	 Bacteria	 Fusobacteria	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium	0	NS	0.921	3.133	8.656	1.224	0.474	ND	ND	ND	ND	NS	ND	ND	ND	ND
Sulfolobus tokodaii str. 7	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Sulfolobus	SO/SR	5.341	3.131	19.982	4.986	2.078	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Pseudomonas sp. GR 6-02	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	1.875	3.129	28.69	5.509	4.216	ND	ND	ND	ND	NS	ND	ND	ND	ND
Coprothermobacter proteolyticus DSM 5265	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermodesulfobiaceae	 Coprothermobacter	NS	4.493	3.129	9.42	0.603	0.517	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas sp. Os17	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	-0.097	3.126	28.068	5.755	6.485	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas sp. MRSN12121	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	-0.493	3.126	27.965	5.755	5.48	ND	ND	ND	ND	NS	ND	ND	ND	ND
Candidatus Vesicomyosocius okutanii HA	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 sulfur-oxidizing symbionts	0	0	Sur	8.94	3.126	14.904	4.356	7.123	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Alicycliphilus denitrificans BC	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Alicycliphilus	NS	0.569	3.125	24.988	4.64	5.852	ND	ND	ND	ND	NS	ND	ND	ND	ND
Cytophaga hutchinsonii ATCC 33406	 Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Cytophaga	NS	1.007	3.122	21.107	4.247	5.774	ND	ND	ND	ND	NS	ND	ND	ND	ND
Herminiimonas arsenicoxydans	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Herminiimonas	NS	1.181	3.122	21.727	3.972	5.421	ND	ND	ND	ND	NS	ND	ND	ND	ND
Francisella persica ATCC VR-331	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Francisellaceae	 Francisella	NS	1.072	3.122	8.187	1.28	0.704	ND	ND	ND	ND	NS	ND	ND	ND	ND
Erwinia tasmaniensis Et1/99	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Erwinia	NS	-0.042	3.119	19.638	4.457	3.659	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pandoraea norimbergensis	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Pandoraea	NS	1.058	3.118	27.301	4.86	4.655	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas sp. UW4	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	2.121	3.115	28.424	4.771	6.234	ND	ND	ND	ND	NS	ND	ND	ND	ND
Helicobacter pylori HPAG1	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Helicobacter	NS	2.599	3.107	11.804	1.837	4.282	ND	ND	ND	ND	NS	ND	ND	ND	ND
Acinetobacter sp. TTH0-4	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Acinetobacter	NS	-0.699	3.106	18.251	4.182	2.416	ND	ND	ND	ND	NS	ND	ND	ND	ND
Aureimonas sp. AU20	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Aurantimonadaceae	 Aureimonas	NS	-0.175	3.1	27.988	5.982	5.292	ND	ND	ND	ND	NS	ND	ND	ND	ND
Conexibacter woesei DSM 14684	 Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 Conexibacter	NS	0.895	3.093	26.922	5.376	3.302	ND	ND	ND	ND	NS	ND	ND	ND	ND
Acidovorax sp. JS42	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Acidovorax	NS	0.59	3.093	24.404	4.554	6.275	ND	ND	ND	ND	NS	ND	ND	ND	ND
Devosia sp. A16	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Devosia	NS	-1.186	3.092	23.951	4.444	4.831	ND	ND	ND	ND	NS	ND	ND	ND	ND
Lysinibacillus varians	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Lysinibacillus	NS	3.04	3.084	17.738	3.537	4.62	ND	ND	ND	ND	NS	ND	ND	ND	ND
Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Kinetoplastibacterium	0	0	NS	0.473	3.084	7.576	1.014	-0.037	ND	ND	ND	ND	NS	ND	ND	ND	ND
Candidatus Kinetoplastibacterium oncopeltii TCC290E	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Kinetoplastibacterium	0	0	NS	0.406	3.084	7.487	1.014	-0.037	ND	ND	ND	ND	NS	ND	ND	ND	ND
Burkholderia dolosa AU0158	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	-1.075	3.083	28.767	4.575	4.641	ND	ND	ND	ND	NS	ND	ND	ND	ND
Burkholderia multivorans ATCC 17616	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	-0.082	3.083	28.429	4.575	4.641	ND	ND	ND	ND	NS	ND	ND	ND	ND
Acetobacter senegalensis	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acetobacter	NS	-0.249	3.083	23.124	4.164	5.652	ND	ND	ND	ND	NS	ND	ND	ND	ND
Paraburkholderia rhizoxinica HKI 454	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	NS	-1.051	3.079	18.78	4.079	3.332	ND	ND	ND	ND	NS	ND	ND	ND	ND
Acidothermus cellulolyticus 11B	 Bacteria	 Actinobacteria	 Acidothermales	 Acidothermaceae	 Acidothermus	0	NS	3.198	3.074	20.87	4.687	2.96	ND	ND	ND	ND	NS	ND	ND	ND	ND
Aneurinibacillus sp. XH2	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Aneurinibacillus group	NS	1.533	3.072	20.862	5.352	3.453	ND	ND	ND	ND	NS	ND	ND	ND	ND
Oligotropha carboxidovorans OM5	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Oligotropha	NS	1.376	3.072	22.809	4.134	5.118	ND	ND	ND	ND	NS	ND	ND	ND	ND
Psychrobacter arcticus 273-4	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Psychrobacter	NS	3.157	3.072	16.66	3.309	4.88	ND	ND	ND	ND	NS	ND	ND	ND	ND
[Polyangium] brachysporum	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	0	0	NS	-0.618	3.071	26.232	5.896	5.968	ND	ND	ND	ND	NS	ND	ND	ND	ND
Acetobacter pasteurianus IFO 3283-01	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acetobacter	NS	-0.421	3.062	23.218	4.245	6.195	ND	ND	ND	ND	NS	ND	ND	ND	ND
Vibrio fluvialis	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	NS	1.251	3.062	19.114	3.874	8.332	ND	ND	ND	ND	NS	ND	ND	ND	ND
Paucibacter sp. KCTC 42545	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Paucibacter	0	NS	-0.401	3.059	25.45	4.655	7.816	ND	ND	ND	ND	NS	ND	ND	ND	ND
Clostridium perfringens str. 13	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	2.343	3.049	11.058	0.799	0.865	ND	ND	ND	ND	NS	ND	ND	ND	ND
Rhodococcus equi 103S	 Bacteria	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Rhodococcus	0	NS	2.506	3.046	26.742	5.762	2.41	ND	ND	ND	ND	NS	ND	ND	ND	ND
Rufibacter sp. DG31D	 Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Rufibacter	NS	0.648	3.03	19.962	4.101	4.883	ND	ND	ND	ND	NS	ND	ND	ND	ND
Nocardia nova SH22a	 Bacteria	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Nocardia	0	NS	-0.067	3.026	24.507	5.762	2.73	ND	ND	ND	ND	NS	ND	ND	ND	ND
Basilea psittacipulmonis DSM 24701	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Basilea	NS	1.426	3.026	15.33	2.973	3.411	ND	ND	ND	ND	NS	ND	ND	ND	ND
Candidatus Moranella endobia PCIT	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Candidatus Moranella	NS	1.82	3.026	6.498	1.963	0.141	ND	ND	ND	ND	NS	ND	ND	ND	ND
Campylobacter concisus	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter	Sur	6.57	3.022	11.206	1.966	6.593	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Marinobacter salarius	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Alteromonadaceae	 Marinobacter	NS	-0.146	3.02	20.197	2.214	3.34	ND	ND	ND	ND	NS	ND	ND	ND	ND
Aliivibrio wodanis	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Aliivibrio	NS	1.063	3.018	14.856	3.522	8.142	ND	ND	ND	ND	NS	ND	ND	ND	ND
Xanthomonas sacchari	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Xanthomonas	NS	-1.721	3.013	21.77	4.736	3.086	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pusillimonas sp. T7-7	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Pusillimonas	NS	-1.232	3.01	24.615	4.558	3.686	ND	ND	ND	ND	NS	ND	ND	ND	ND
Clostridium botulinum BKT015925	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	0.422	3.005	8.481	0.574	0.789	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas brassicacearum	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	1.669	3.004	27.901	4.489	7.133	ND	ND	ND	ND	NS	ND	ND	ND	ND
Dyella thiooxydans	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Dyella	NS	-0.886	3.003	21.006	4.257	4.484	ND	ND	ND	ND	NS	ND	ND	ND	ND
Stackebrandtia nassauensis DSM 44728	 Bacteria	 Actinobacteria	 Glycomycetales	 Glycomycetaceae	 Stackebrandtia	0	NS	3.678	2.994	23.925	4.666	1.972	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas pseudoalcaligenes CECT 5344	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas,	NS	0.042	2.986	26.878	5.335	7.561	ND	ND	ND	ND	NS	ND	ND	ND	ND
Leadbetterella byssophila DSM 17132	 Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Leadbetterella	NS	-0.364	2.986	19.733	4.496	3.401	ND	ND	ND	ND	NS	ND	ND	ND	ND
Odoribacter splanchnicus DSM 20712	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Odoribacter	NS	1.561	2.984	13.046	-0.072	1.287	ND	ND	ND	ND	NS	ND	ND	ND	ND
Ralstonia pickettii 12J	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	NS	0.9	2.979	26.736	5.509	6.5	ND	ND	ND	ND	NS	ND	ND	ND	ND
Vibrio cholerae O1 biovar El Tor str. N16961	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	NS	0.48	2.978	15.616	3.658	7.912	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas sp. L10.10	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	-1.083	2.969	27.133	4.775	6.045	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bordetella hinzii	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Bordetella	NS	-0.54	2.966	24.54	5.011	4.941	ND	ND	ND	ND	NS	ND	ND	ND	ND
Thermus aquaticus Y51MC23	 Bacteria	 Deinococcus-Thermus	 Deinococci	 Thermales	 Thermaceae	 Thermus	Sur	5.494	2.965	17.938	4.827	4.04	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Gordonia polyisoprenivorans VH2	 Bacteria	 Actinobacteria	 Corynebacteriales	 Gordoniaceae	 Gordonia	0	NS	1.269	2.962	28.812	5.761	2.65	ND	ND	ND	ND	NS	ND	ND	ND	ND
Burkholderia pyrrocinia	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	-0.26	2.961	28.951	5.589	4.641	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas sp. StFLB209	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	0.12	2.96	24.131	3.95	5.04	ND	ND	ND	ND	NS	ND	ND	ND	ND
Thiomonas intermedia K12	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Thiomonas	0	CLSB	3.045	2.96	20.211	1.883	6.768	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Helicobacter cetorum MIT 99-5656	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Helicobacter	NS	3.51	2.956	12.446	1.819	7.283	ND	ND	ND	ND	NS	ND	ND	ND	ND
Francisella sp. TX077308	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Francisellaceae	 Francisella	NS	2.448	2.956	13.13	0.529	0.907	ND	ND	ND	ND	NS	ND	ND	ND	ND
Xanthomonas axonopodis pv. citri str. 306	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Xanthomonas	NS	-1.864	2.951	22.16	4.812	5.525	ND	ND	ND	ND	NS	ND	ND	ND	ND
Ralstonia solanacearum PSI07	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	NS	0.905	2.947	27.729	5.423	4.542	ND	ND	ND	ND	NS	ND	ND	ND	ND
Burkholderia pseudomallei K96243	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	-1.153	2.945	28.304	5.574	5.497	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas sp. URMO17WK12:I11	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	2.676	2.942	28.864	5.582	7.4	ND	ND	ND	ND	NS	ND	ND	ND	ND
Cupriavidus gilardii CR3	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Cupriavidus	NS	0.053	2.938	26.041	4.655	4.56	ND	ND	ND	ND	NS	ND	ND	ND	ND
Grimontia hollisae	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Grimontia	NS	3.054	2.937	19.795	4.38	8.021	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bacillus sp. X1(2014)	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	3.143	2.933	18.337	4.144	3.351	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas syringae CC1557	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas,	NS	-0.621	2.927	25.222	4.25	2.336	ND	ND	ND	ND	NS	ND	ND	ND	ND
Vibrio tubiashii ATCC 19109	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	NS	0.687	2.927	19.208	4.057	7.823	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudomonas cichorii JBC1	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	-0.905	2.927	26.182	4.034	5.83	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudothermotoga thermarum DSM 5069	 Bacteria	 Thermotogae	 Thermotogales	 Thermotogaceae	 Pseudothermotoga	0	NS	2.63	2.926	9.837	0.951	0.726	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycobacterium goodii	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	0.901	2.924	28.778	5.643	2.332	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycobacterium smegmatis str. MC2 155	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	2.855	2.924	28.505	5.643	2.332	ND	ND	ND	ND	NS	ND	ND	ND	ND
Delftia acidovorans SPH-1	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Delftia	NS	0.174	2.92	26.302	4.759	4.934	ND	ND	ND	ND	NS	ND	ND	ND	ND
Jonesia denitrificans DSM 20603	 Bacteria	 Actinobacteria	 Micrococcales	 Jonesiaceae	 Jonesia	0	NS	0.889	2.919	16.486	4.148	3.471	ND	ND	ND	ND	NS	ND	ND	ND	ND
Moraxella osloensis	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Moraxella	NS	1.262	2.918	19.458	3.521	3.54	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptomyces vietnamensis	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	-0.592	2.915	27.235	5.669	1.972	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bacteroidales bacterium CF	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	0	0	NS	1.935	2.914	11.482	0.635	2.615	ND	ND	ND	ND	NS	ND	ND	ND	ND
Burkholderia thailandensis E264	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	-1.041	2.913	28.657	5.488	4.492	ND	ND	ND	ND	NS	ND	ND	ND	ND
Burkholderia thailandensis MSMB121	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	-0.276	2.913	27.676	5.488	5.497	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycobacterium phlei	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	0.118	2.913	27.012	4.709	2.41	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pandoraea pnomenusa 3kgm	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Pandoraea	NS	1.557	2.913	27.281	4.694	5.875	ND	ND	ND	ND	NS	ND	ND	ND	ND
Stenotrophomonas maltophilia K279a	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Stenotrophomonas,	NS	0.558	2.909	20.195	2.845	4.364	ND	ND	ND	ND	NS	ND	ND	ND	ND
Nakamurella multipartita DSM 44233	 Bacteria	 Actinobacteria	 Nakamurellales	 Nakamurellaceae	 Nakamurella	0	NS	2.062	2.904	26.697	4.973	2.408	ND	ND	ND	ND	NS	ND	ND	ND	ND
Thermus sp. CCB_US3_UF1	 Bacteria	 Deinococcus-Thermus	 Deinococci	 Thermales	 Thermaceae	 Thermus	Sur	5.035	2.901	18.385	4.781	5.053	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Novosphingobium pentaromativorans US6-1	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	NS	0.753	2.899	24.901	5.718	7.007	ND	ND	ND	ND	NS	ND	ND	ND	ND
Sulfolobus islandicus L.S.2.15	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Sulfolobus	SO/SR	5.128	2.897	19.355	3.427	1.829	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Sulfolobus solfataricus P2	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Sulfolobus	SO/SR	5.307	2.897	18.426	3.427	2.078	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Alkaliphilus oremlandii OhILAs	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Alkaliphilus	NS	2.606	2.896	15.222	2.361	2.224	ND	ND	ND	ND	NS	ND	ND	ND	ND
Acidianus hospitalis W1	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Acidianus	SO/SR	3.88	2.89	14.702	1.287	2.2	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Streptomyces collinus Tu 365	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	1.042	2.889	26.756	4.946	2.73	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptomyces reticuli	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	2.586	2.889	26.622	4.946	2.581	ND	ND	ND	ND	NS	ND	ND	ND	ND
Campylobacter insulaenigrae NCTC 12927	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter	Sur	4.77	2.888	13.338	2.647	6.368	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Fusobacterium nucleatum subsp. nucleatum ATCC 25586	 Bacteria	 Fusobacteria	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium	0	NS	-0.228	2.883	8.916	2.207	0.813	ND	ND	ND	ND	NS	ND	ND	ND	ND
Gluconobacter oxydans H24	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Gluconobacter	NS	-0.287	2.877	21.943	5.34	5.552	ND	ND	ND	ND	NS	ND	ND	ND	ND
Melioribacter roseus P3M-2	 Bacteria	 Ignavibacteriae	 Ignavibacteria	 Ignavibacteriales	 Melioribacteraceae	 Melioribacter	NS	2.878	2.874	18.372	4.167	6.606	ND	ND	ND	ND	NS	ND	ND	ND	ND
Gemmatimonas aurantiaca T-27	 Bacteria	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	0	NS	1.47	2.873	20.866	3.451	5.456	ND	ND	ND	ND	NS	ND	ND	ND	ND
